City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Mangit,UZ,40.5971,70.9607,56.48,41,87,11.72,overcast clouds
463,Hualmay,PE,-11.0964,-77.6139,64.56,83,43,9.33,scattered clouds
464,Limon,CR,10.0,-83.0333,80.42,77,100,3.15,overcast clouds
465,San Pedro,PH,14.35,121.0167,87.03,76,40,4.61,scattered clouds
466,Egvekinot,RU,66.3167,-179.1667,21.33,78,81,11.12,broken clouds
467,Prosvet,RU,55.5703,65.0825,37.94,82,100,10.58,overcast clouds
468,Zhezkazgan,KZ,47.8043,67.7144,37.24,74,9,5.88,clear sky
469,Wuwei,CN,37.9281,102.6414,66.31,21,0,2.42,clear sky
470,Deniliquin,AU,-35.5333,144.9667,57.99,72,100,6.91,light rain
471,Lermontovka,RU,47.1453,134.3383,53.92,60,2,3.62,clear sky
472,Bandarbeyla,SO,9.4942,50.8122,79.47,79,100,20.11,overcast clouds
473,Opunake,NZ,-39.4556,173.8583,56.34,76,31,14.18,scattered clouds
474,Prince Rupert,CA,54.3161,-130.3201,51.49,91,90,3.44,moderate rain
475,Pochutla,MX,15.7432,-96.4661,82.81,86,97,0.94,overcast clouds
476,Oum Hadjer,TD,13.2954,19.6966,81.72,22,5,4.07,clear sky
477,Savelugu,GH,9.6244,-0.8253,75.33,85,100,2.77,overcast clouds
478,Ladario,BR,-19.0047,-57.6017,85.89,38,0,3.15,clear sky
479,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.9,88,100,1.21,overcast clouds
480,Bytca,SK,49.224,18.5588,48.94,93,40,3.44,mist
481,Ila,NO,63.4305,10.3705,55.96,65,60,1.99,light rain
482,Rock Sound,BS,24.9,-76.2,81.97,73,8,18.61,clear sky
483,Ranong,TH,9.9658,98.6348,80.53,83,25,0.65,scattered clouds
484,Kashary,RU,49.04,41.0056,42.55,64,7,4.27,clear sky
485,Padilla,CO,3.2204,-76.3139,66.2,93,99,2.06,overcast clouds
486,Ikalamavony,MG,-21.15,46.5833,62.22,82,5,5.19,clear sky
487,Kommunar,RU,59.6206,30.39,42.33,95,25,5.53,scattered clouds
488,Punta Alta,AR,-38.8759,-62.0736,55.94,46,1,10.89,clear sky
489,Qianan,CN,44.9932,124.0581,49.73,47,0,7.05,clear sky
490,Valentin Gomez Farias,MX,28.2167,-106.5833,68.04,32,4,9.78,clear sky
491,Thinadhoo,MV,0.5333,72.9333,82.04,70,99,5.59,overcast clouds
492,Cabedelo,BR,-6.9811,-34.8339,75.87,84,17,12.17,few clouds
493,Grindavik,IS,63.8424,-22.4338,43.27,75,0,19.57,clear sky
494,Sayyan,YE,15.1718,44.3244,60.69,46,100,1.43,overcast clouds
495,Valparaiso,CL,-33.0393,-71.6273,55.04,62,0,6.91,clear sky
496,Mackay,AU,-21.15,149.2,82.69,65,75,11.5,broken clouds
497,Jijiga,ET,9.35,42.8,63.41,83,59,6.71,broken clouds
498,Antanifotsy,MG,-19.65,47.3167,51.53,96,6,2.33,clear sky
499,Nosy Varika,MG,-20.5833,48.5333,66.56,91,9,5.19,clear sky
500,Veraval,IN,20.9,70.3667,80.47,87,100,12.35,overcast clouds
501,Namibe,AO,-15.1961,12.1522,59.77,85,5,3.67,clear sky
502,Borisoglebsk,RU,51.3671,42.0849,40.59,78,12,4.81,few clouds
503,Belaya Gora,RU,68.5333,146.4167,29.14,45,7,10.8,clear sky
504,Picos,BR,-7.0769,-41.4669,86.85,30,98,0.94,overcast clouds
505,Waipawa,NZ,-41.4122,175.5153,57.31,57,2,4.09,clear sky
506,Fujin,CN,47.26,132.0322,53.19,56,12,8.16,few clouds
507,Hwange,ZW,-18.3693,26.5019,77.07,39,0,8.46,clear sky
508,Padang,ID,-0.9492,100.3543,75.25,78,100,2.24,overcast clouds
509,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,50,90,16.11,overcast clouds
510,Buchanan,LR,5.8808,-10.0467,76.96,87,100,4.38,overcast clouds
511,General Roca,AR,-39.0333,-67.5833,59.4,41,98,22.7,overcast clouds
512,Faya,SA,18.3851,42.4509,60.91,34,37,1.63,scattered clouds
513,Liberal,US,37.0431,-100.921,64.54,63,1,4.61,clear sky
514,Acarau,BR,-2.8856,-40.12,78.71,85,64,9.86,broken clouds
515,Oudtshoorn,ZA,-33.5907,22.2014,55.76,91,0,0.74,clear sky
516,Kupang,ID,-10.1667,123.5833,86.65,52,8,1.79,clear sky
517,Miri,MY,4.4148,114.0089,84.34,79,40,1.14,scattered clouds
518,Harnosand,SE,62.6323,17.9379,51.01,95,100,19.66,overcast clouds
519,Flinders,AU,-34.5833,150.8552,70.21,75,100,5.32,light rain
520,Boende,CD,-0.2167,20.8667,67.5,99,100,1.39,overcast clouds
521,Smithers,CA,54.7804,-127.1743,50.32,81,75,3.44,broken clouds
522,Ishigaki,JP,24.3448,124.1572,86.13,79,75,8.05,broken clouds
523,Naryan-Mar,RU,67.6713,53.087,32.52,84,80,1.34,broken clouds
524,Dicabisagan,PH,17.0818,122.4157,85.1,70,100,0.83,overcast clouds
525,Dakar,SN,14.6937,-17.4441,79.68,80,8,10.74,clear sky
526,Arcata,US,40.8665,-124.0828,72.68,81,1,1.01,clear sky
527,Fergus Falls,US,46.283,-96.0776,70.52,86,40,4.0,scattered clouds
528,Bubaque,GW,11.2833,-15.8333,82.56,77,39,8.43,light rain
529,Vao,NC,-22.6667,167.4833,70.65,86,17,22.21,few clouds
530,Nurmahal,IN,31.0964,75.5967,76.39,81,0,4.59,clear sky
531,Huarmey,PE,-10.0681,-78.1522,65.57,83,56,8.95,broken clouds
532,Narimanov,RU,46.6927,47.8498,40.95,48,0,7.4,clear sky
533,Birao,CF,10.2849,22.7882,72.07,60,97,0.69,overcast clouds
534,Pahalgam,IN,34.0333,75.3333,53.98,84,65,1.68,light rain
535,Malindi,KE,-3.2175,40.1191,76.17,85,95,15.9,light rain
536,Ambilobe,MG,-13.2,49.05,66.88,75,13,4.56,few clouds
537,Pangnirtung,CA,66.1451,-65.7125,35.56,43,12,2.24,few clouds
538,Salima,MW,-13.7804,34.4587,76.91,55,9,12.26,clear sky
539,Port-Gentil,GA,-0.7193,8.7815,77.52,86,100,15.7,light rain
540,Alihe,CN,50.5667,123.7167,41.56,60,79,3.87,broken clouds
541,Phan Thiet,VN,10.9333,108.1,81.0,82,100,2.91,overcast clouds
542,Rio Grande,BR,-32.035,-52.0986,62.94,96,100,28.43,moderate rain
543,Manoel Urbano,BR,-8.8389,-69.2597,76.1,75,32,3.15,scattered clouds
544,Ust-Maya,RU,60.4167,134.5333,36.28,83,100,5.1,overcast clouds
545,Matay,EG,28.419,30.7792,72.19,69,0,13.73,clear sky
546,Bunia,CD,1.5667,30.25,62.38,91,100,2.17,overcast clouds
547,Pala,TD,9.3642,14.9046,73.24,93,100,4.56,overcast clouds
548,Sarab,IR,38.6066,44.9883,50.38,86,0,1.52,clear sky
549,Wangou,CN,42.0623,126.9127,55.98,58,5,3.0,clear sky
550,Stepnyak,KZ,52.8339,70.7803,31.98,92,100,12.59,overcast clouds
551,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,0.0,few clouds
552,Wagar,SD,16.1525,36.2032,85.84,48,8,11.21,clear sky
553,Shizunai,JP,42.3339,142.3669,67.08,76,100,3.96,overcast clouds
554,Zhuhai,CN,22.2769,113.5678,89.38,89,20,5.75,few clouds
555,Kummersbruck,DE,49.4192,11.8883,47.28,84,94,3.02,overcast clouds
556,Mukhen,RU,48.1,136.1,52.84,58,23,6.85,few clouds
557,Bud,US,39.447,-86.1758,71.58,71,82,6.73,broken clouds
558,North Myrtle Beach,US,33.816,-78.68,77.09,83,75,5.01,broken clouds
559,Dabat,ET,12.9842,37.765,53.73,77,84,3.29,broken clouds
560,Omsukchan,RU,62.5333,155.8,26.15,82,100,8.63,overcast clouds
561,La Tuque,CA,47.4334,-72.7824,48.45,81,80,2.3,broken clouds
562,Dubbo,AU,-32.25,148.6167,69.93,60,40,12.66,scattered clouds
563,Port Augusta,AU,-32.5,137.7667,60.94,59,49,15.93,scattered clouds
564,Elesbao Veloso,BR,-6.2019,-42.1403,84.99,43,80,2.95,broken clouds
565,Bako,ET,5.7833,36.5667,65.32,76,98,4.43,light rain
566,Togur,RU,58.3631,82.8265,36.1,98,100,4.88,light rain
567,Axim,GH,4.8699,-2.2405,76.26,90,100,6.69,light rain
568,Mozarlandia,BR,-14.7447,-50.5706,80.24,61,12,9.28,few clouds
569,Verkhoyansk,RU,67.5447,133.385,30.97,41,18,1.83,few clouds
570,Pedernales,DO,18.0384,-71.744,80.46,77,31,1.72,scattered clouds
571,Te Anau,NZ,-45.4167,167.7167,56.39,58,24,5.12,few clouds
572,La Baule-Escoublac,FR,47.2922,-2.364,62.87,84,75,8.05,broken clouds
573,Bandar,ID,2.05,99.75,75.94,83,100,1.99,overcast clouds
574,Visnes,NO,59.3556,5.2242,53.49,82,75,18.41,light rain
575,Guarapari,BR,-20.6667,-40.4975,73.29,89,97,6.8,overcast clouds
576,Aracati,BR,-4.5617,-37.7697,78.98,81,8,15.86,clear sky
577,Vetluga,RU,57.8557,45.781,41.95,98,100,4.83,overcast clouds
578,Kharovsk,RU,59.9642,40.1912,44.82,95,100,4.14,overcast clouds
579,Jala,MX,21.0833,-104.4333,73.38,79,100,1.99,overcast clouds
580,Buala,SB,-8.145,159.5921,84.65,67,100,6.46,light rain
581,Fairbanks,US,64.8378,-147.7164,39.6,65,90,3.44,overcast clouds
582,Buraydah,SA,26.326,43.975,73.85,14,0,8.14,clear sky
583,Wajima,JP,37.4,136.9,74.08,88,75,8.05,moderate rain
584,Henties Bay,NA,-22.116,14.2845,54.86,82,100,9.51,overcast clouds
585,Chapais,CA,49.7834,-74.8492,47.98,69,100,3.36,overcast clouds
586,Neiafu,TO,-18.65,-173.9833,81.28,74,75,13.8,broken clouds
587,Siparia,TT,10.1333,-61.5,81.95,83,51,11.48,broken clouds
588,Half Moon Bay,US,37.4636,-122.4286,88.41,27,1,8.05,clear sky
589,Belmonte,BR,-15.8631,-38.8828,77.5,85,0,8.55,clear sky
590,Salmas,IR,38.1973,44.7653,43.79,90,1,2.19,clear sky
591,Pemangkat,ID,1.1667,108.9667,78.4,87,100,5.01,overcast clouds
592,Baghdad,IQ,33.3406,44.4009,82.31,30,0,10.36,clear sky
593,Menongue,AO,-14.6585,17.691,69.93,51,100,6.42,overcast clouds
594,Plattsburgh,US,44.6995,-73.4529,53.42,76,90,1.99,overcast clouds
595,Dolgorukovo,RU,52.3195,38.3453,39.47,86,7,3.98,clear sky
596,Fengzhen,CN,40.4394,113.1536,51.75,33,6,1.12,clear sky
597,Venice,US,27.0998,-82.4543,82.98,71,1,1.99,clear sky
598,Worland,US,44.0169,-107.9554,62.08,33,1,0.0,clear sky
599,Tautira,PF,-17.7333,-149.15,84.22,77,27,15.26,light rain
600,Yokadouma,CM,3.5167,15.05,69.04,100,100,1.59,moderate rain
601,Dondo,MZ,-19.6094,34.7431,67.95,93,0,2.95,clear sky
602,Artesia,US,33.8658,-118.0831,92.68,39,1,4.0,clear sky
603,Vila Franca Do Campo,PT,37.7167,-25.4333,70.2,90,26,2.46,scattered clouds
604,Suaza,CO,1.9761,-75.7945,66.63,94,100,1.48,overcast clouds
605,Mizdah,LY,31.4451,12.9801,63.73,88,0,4.59,clear sky
606,Coolum Beach,AU,-26.5333,153.1,70.11,80,100,11.52,light rain
607,Juneau,US,58.3019,-134.4197,48.25,96,90,12.66,moderate rain
608,Limoux,FR,42.9167,2.1667,56.16,88,0,3.06,clear sky
609,Amalapuram,IN,16.5833,82.0167,79.18,92,11,2.82,few clouds
610,Denia,ES,38.8408,0.1057,72.84,83,29,5.01,scattered clouds
611,Kamenskiy,RU,50.8855,45.488,45.9,56,96,4.63,overcast clouds
612,Uchaly,RU,54.2996,59.4521,31.95,84,98,8.57,overcast clouds
613,Alghero,IT,40.5589,8.3181,65.98,94,0,3.44,clear sky
614,Xiaolingwei,CN,32.0333,118.85,76.98,63,0,3.65,clear sky
615,Kamenka,RU,51.3223,42.7678,40.62,79,21,4.94,few clouds
616,Fallon,US,39.4735,-118.7774,71.47,12,20,5.75,few clouds
617,Aksay,RU,47.26,39.87,45.25,46,0,8.99,clear sky
618,Ochakiv,UA,46.6128,31.5498,44.74,52,0,13.31,clear sky
619,Uige,AO,-7.6087,15.0613,66.83,96,100,2.64,light rain
620,Severodvinsk,RU,64.5635,39.8302,46.51,95,100,5.73,overcast clouds
621,Mirnyy,RU,62.5353,113.9611,32.67,65,45,6.38,scattered clouds
622,Belyy Yar,RU,53.6039,91.3903,44.49,87,0,13.42,clear sky
623,Akyab,MM,20.15,92.9,80.19,81,6,6.06,clear sky
624,Ekhabi,RU,53.5102,142.9671,53.74,75,74,8.84,light rain
625,Aswan,EG,24.0934,32.907,77.54,40,0,12.15,clear sky
626,Palmer,US,42.1584,-72.3287,53.46,81,20,3.44,few clouds
627,Yining,CN,29.0361,114.5636,78.48,72,0,1.25,clear sky
628,Melnikovo,RU,56.5558,84.085,39.16,98,100,5.88,light rain
629,Rocha,UY,-34.4833,-54.3333,56.23,98,100,15.43,overcast clouds
630,Le Port,RE,-20.9373,55.2919,71.56,76,11,7.7,few clouds
631,Black River,JM,18.0264,-77.8487,84.2,79,1,4.16,clear sky
632,Jardim,BR,-21.4803,-56.1381,88.52,35,99,6.51,overcast clouds
633,Camapua,BR,-19.5314,-54.0439,84.42,40,6,1.54,clear sky
634,Chicama,PE,-7.8447,-79.1469,59.54,82,88,6.22,overcast clouds
635,Urdoma,RU,61.7533,48.5442,44.98,96,100,3.36,overcast clouds
636,San Juan,AR,-31.5375,-68.5364,66.72,29,0,14.32,clear sky
637,Flores,GT,16.9226,-89.8994,81.01,72,80,4.34,broken clouds
638,Pleasanton,US,37.6624,-121.8747,87.8,23,1,1.01,clear sky
639,Delray Beach,US,26.4615,-80.0728,83.01,78,20,5.99,few clouds
640,Berbera,SO,10.4396,45.0143,87.1,73,100,3.11,overcast clouds
641,Vila Velha,BR,-20.3297,-40.2925,73.35,83,75,5.75,broken clouds
642,Jalu,LY,29.0331,21.5482,73.74,61,0,8.68,clear sky
643,Verkhnevilyuysk,RU,63.4453,120.3167,32.09,65,94,4.85,overcast clouds
644,Ebensee,AT,47.8072,13.779,47.88,89,86,4.61,overcast clouds
645,The Valley,AI,18.217,-63.0578,84.06,66,0,5.23,clear sky
646,Altay,CN,47.8667,88.1167,45.39,97,100,1.52,moderate rain
647,Suez,EG,29.9737,32.5263,69.53,85,0,8.93,clear sky
648,Cruz Das Almas,BR,-12.67,-39.1019,68.36,96,0,3.74,clear sky
649,Serebryanyy Bor,RU,56.8,124.8,28.36,90,100,10.74,light snow
650,San Lawrenz,MT,36.0553,14.204,73.85,82,6,4.63,clear sky
651,Vostok,RU,46.4856,135.8833,51.53,58,100,4.03,overcast clouds
652,Sennoy,RU,52.1509,46.9631,46.74,62,100,3.87,overcast clouds
653,Sisimiut,GL,66.9395,-53.6735,33.13,69,100,9.78,overcast clouds
654,Mataundh,IN,25.45,80.15,79.0,83,0,5.19,clear sky
655,Oranjemund,NA,-28.55,16.4333,56.25,93,46,5.73,scattered clouds
656,Soria,ES,41.6667,-2.6667,46.85,69,98,1.52,overcast clouds
657,Satwas,IN,22.5333,76.6833,75.38,89,49,4.0,scattered clouds
658,Finca Blanco,PA,8.3833,-82.8667,81.84,91,98,3.38,overcast clouds
659,Breytovo,RU,58.2993,37.8617,42.6,79,53,5.28,broken clouds
660,Puerto Narino,CO,-3.7703,-70.3831,73.35,93,100,2.57,overcast clouds
661,Inirida,CO,3.8653,-67.9239,73.8,96,93,2.86,overcast clouds
662,Shenjiamen,CN,29.9576,122.298,75.13,69,0,5.88,clear sky
663,Ternate,ID,0.8,127.4,83.28,73,97,0.89,overcast clouds
664,Vanavara,RU,60.34,102.2797,32.65,76,44,3.42,scattered clouds
665,Jiayuguan,CN,39.8167,98.3,57.94,25,0,3.31,clear sky
666,Buncrana,IE,55.1333,-7.45,51.49,95,97,12.21,moderate rain
667,Kardla,EE,58.9978,22.7492,47.05,94,100,9.31,overcast clouds
668,Nova Olimpia,BR,-14.7972,-57.2881,87.71,41,90,4.16,overcast clouds
669,Mehamn,NO,71.0357,27.8492,42.71,83,19,9.62,few clouds
670,Takestan,IR,36.0696,49.6959,51.93,83,9,8.55,clear sky
671,Kerema,PG,-7.9631,145.7785,83.52,77,67,8.3,broken clouds
672,Shingu,JP,33.7333,135.9833,77.99,66,100,4.68,moderate rain
673,Erenhot,CN,43.6475,111.9767,48.72,29,49,11.23,scattered clouds
674,Eydhafushi,MV,5.1033,73.0708,81.05,78,30,10.85,scattered clouds
675,Libreville,GA,0.3925,9.4537,78.82,94,75,11.5,light rain
676,Moses Lake,US,47.1301,-119.2781,65.28,72,90,9.22,light rain
677,Baie-Comeau,CA,49.2168,-68.1489,46.4,87,90,9.22,overcast clouds
678,Beruwala,LK,6.4788,79.9828,79.47,84,100,5.61,overcast clouds
679,Bulaevo,KZ,54.9056,70.4439,33.03,73,100,9.93,overcast clouds
680,Pitimbu,BR,-7.4706,-34.8086,75.79,84,16,11.39,few clouds
681,Mana,GF,5.6592,-53.7767,79.41,83,48,9.33,scattered clouds
682,Upington,ZA,-28.4478,21.2561,61.18,25,0,3.44,clear sky
683,Samut Songkhram,TH,13.4,99.9583,82.94,76,85,2.39,overcast clouds
684,Nyimba,ZM,-14.5566,30.8149,74.77,51,0,9.89,clear sky
685,Broken Hill,AU,-31.95,141.4333,64.11,55,90,16.11,overcast clouds
686,Ingham,US,42.6,-84.3833,61.83,85,1,0.0,clear sky
687,Novoagansk,RU,61.9449,76.6625,32.68,91,100,14.2,overcast clouds
688,Aromashevo,RU,56.8602,68.6375,34.43,97,100,9.95,light rain
689,Utete,TZ,-7.986,38.758,71.47,91,62,1.99,broken clouds
690,Tecolutla,MX,20.4833,-97.0167,82.4,83,100,8.28,overcast clouds
691,Kosice,SK,48.6667,21.3333,50.97,90,90,11.5,overcast clouds
692,Tutoia,BR,-2.7619,-42.2744,79.03,87,15,9.82,few clouds
693,La Palma,US,33.8464,-118.0467,92.71,37,20,4.0,few clouds
694,Williams Lake,CA,52.1415,-122.1445,60.37,33,75,5.01,broken clouds
